id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,filename,price
42267,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2013,Casual,John Players Men Grey Shorts,http://assets.myntassets.com/v1/images/style/properties/6e59d9e9bbd383e4413610f7df7137b6_images.jpg,42267.jpg,100.0
17447,Men,Accessories,Watch,Watch,Black,Winter,2016,Casual,CASIO ENTICER Men Black Dial Analogue Watch BS119,http://assets.myntassets.com/v1/images/style/properties/827650f115fd9369d75ed5740349d9b1_images.jpg,17447.jpg,90.0
13246,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Palm Tree Kids Boy Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/da9a7ad1dc45a3537b6ae67a54e13e4a_images.jpg,13246.jpg,35.0
26349,Women,Accessories,Watch,Watch,White,Winter,2016,Casual,DKNY Women White Dial Watch NY8410,http://assets.myntassets.com/v1/images/style/properties/be58be12ce76371292577c61079ece6d_images.jpg,26349.jpg,100.0
24260,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Numero Uno Men White Shoes,http://assets.myntassets.com/v1/images/style/properties/201ee2059f025456791058e25fd72c4b_images.jpg,24260.jpg,45.0
48231,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,United Colors of Benetton Women Brown Sunglass,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Brown-Sunglass_f00c270c9afa2a109074bcf8f22f5991_images.jpg,48231.jpg,55.0
30025,Men,Accessories,Watch,Watch,Black,Winter,2016,Casual,Kenneth Cole Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/a2f0e175869b35d27a0c61e8ce382155_images.jpg,30025.jpg,155.0
50297,Men,Accessories,Ties,Ties,Black,Summer,2012,Casual,Parx Men Black Tie,http://assets.myntassets.com/v1/images/style/properties/Parx-Men-Black-Tie_889edddff1aa73ea528fa69934fbea0e_images.jpg,50297.jpg,170.0
38039,Men,Accessories,Watch,Watch,Silver,Winter,2016,Casual,Q&Q Men Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/6753af2ca7d132458b2da0e9d2fa264d_images.jpg,38039.jpg,155.0
26023,Men,Personal Care,Fragrance,Deodorant,Silver,Spring,2017,Casual,Slazenger Men Classic Deo,http://assets.myntassets.com/v1/images/style/properties/488f375833934b8abb6c6ed84e388e61_images.jpg,26023.jpg,125.0
55315,Men,Accessories,Socks,Socks,White,Summer,2016,Casual,Smartoe Men Pack of 3 Socks,http://assets.myntassets.com/v1/images/style/properties/Smart-Toe-Men-3-Pair-Of-Socks_37861ef7b0c4e8aea7002152ef30ebc5_images.jpg,55315.jpg,180.0
45564,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Playboy Men Hollywood Deo 50 ml Free,http://assets.myntassets.com/v1/images/style/properties/4adfe86d8eb89045facd613793453d18_images.jpg,45564.jpg,140.0
26153,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,John Miller Men Striped Black Trousers,http://assets.myntassets.com/v1/images/style/properties/854532498ad602e003ea91df0987671d_images.jpg,26153.jpg,95.0
27904,Women,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal,Scullers For Her Grey Trousers,http://assets.myntassets.com/v1/images/style/properties/e5a6dd4c4dca7fb6709da3e26bb53d20_images.jpg,27904.jpg,65.0
36755,Men,Accessories,Watch,Watch,White,Winter,2016,Casual,Maxima Men White Dial Scuba Watch,http://assets.myntassets.com/v1/images/style/properties/4cc6d131e0363544aee1eed1e7df5c0a_images.jpg,36755.jpg,150.0
19263,Women,Accessories,Watch,Watch,White,Winter,2016,Casual,Guess Women Mini Quiz White Dial Watch with Interchangeable Straps W11130L1,http://assets.myntassets.com/v1/images/style/properties/Guess-Women-Mini-Quiz-White-Watch-With-Interchangeable-Straps909425273c96e5085c50f652adcbe857_images.jpg,19263.jpg,165.0
27346,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual,Kylie Minogue Women Darling Deo,http://assets.myntassets.com/v1/images/style/properties/2652f1dde0eb74344fd5cb3887d164a7_images.jpg,27346.jpg,140.0
16515,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/6fc917945ab4f68caa236ac1fa4c76b0_images.jpg,16515.jpg,175.0
29777,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Casual,Basics Men Black Trousers,http://assets.myntassets.com/v1/images/style/properties/b35cf095e41972abf487073e1a489e54_images.jpg,29777.jpg,35.0
32002,Men,Accessories,Socks,Socks,Grey,Summer,2016,Formal,Playboy Men Grey Socks,http://assets.myntassets.com/v1/images/style/properties/89045a08f0fc4e2ccdc2311dc651d2f9_images.jpg,32002.jpg,185.0
12434,Men,Accessories,Socks,Socks,Black,Fall,2011,Casual,Timberland Men Pack Of 3 Black Socks,http://assets.myntassets.com/v1/images/style/properties/554419d43b056d3f8aea90e39a38bf3b_images.jpg,12434.jpg,65.0
33847,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Puma Men Future Cat White Shoes,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Future-Cat-White-Shoes_582426f358a2de021996e86cfe3fd737_images.jpg,33847.jpg,25.0
54629,Men,Accessories,Watch,Watch,Black,Winter,2016,Casual,Fastrack Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Black-Dial-Watch_c23c8e0b0e2cd635fce0b4a6e0d3b831_images.jpg,54629.jpg,190.0
27602,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Casual,Scullers Men Black Trousers,http://assets.myntassets.com/v1/images/style/properties/55a4e5fe69199a696f6990a014f48e7a_images.jpg,27602.jpg,135.0
16370,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Formal,Peter England Men Solid Grey Trouser,http://assets.myntassets.com/v1/images/style/properties/7be3a0406d4553affa6079546bbf3eb7_images.jpg,16370.jpg,180.0
13247,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Palm Tree Kids Boy Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Kids-Boy-Washed-Blue-Jeans_e8441f0e19775186b85a639c4fc90d7d_images.jpg,13247.jpg,130.0
40540,Women,Accessories,Watch,Watch,White,Winter,2016,Casual,Titan Women White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/9062a4997f29ebc681b8b931d94cd616_images.jpg,40540.jpg,45.0
9390,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Nike Women Wmns Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/354675c39a88c336e1e7cbda47bfd6b6_images.jpg,9390.jpg,175.0
28585,Men,Accessories,Watch,Watch,Black,Winter,2016,Casual,ADIDAS Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/639c1ac7440eee5504ed7735498e3dca_images.jpg,28585.jpg,30.0
5915,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,ADIDAS Women's Derby White Shoe,http://assets.myntassets.com/v1/images/style/properties/bca26c3f84f3f425159a05ae7795b375_images.jpg,5915.jpg,195.0
34755,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Puma Women Yalu Glam Black Shoes,http://assets.myntassets.com/v1/images/style/properties/af6e88e9ae94fc54100ee05503106617_images.jpg,34755.jpg,125.0
48442,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/c43382562baa6443612cc5f8e6592fd1_images.jpg,48442.jpg,105.0
30269,Men,Accessories,Eyewear,Sunglasses,Brown,Summer,2017,Casual,Speedo Men Sheet Sunglasses,http://assets.myntassets.com/v1/images/style/properties/47bcbb24bd8b2e066437d691f2bfd139_images.jpg,30269.jpg,195.0
28232,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Playboy Men Miami Deo,http://assets.myntassets.com/v1/images/style/properties/cf2a8818cf511724c42c1485107a61c2_images.jpg,28232.jpg,70.0
30565,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Opium Unisex Black Sunglass,http://assets.myntassets.com/v1/images/style/properties/965ce0004da11ac6a400422b1b838813_images.jpg,30565.jpg,25.0
48972,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Gold Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Gold-Ring_4fb8dbed9144814b918df9181e968e2b_images.jpg,48972.jpg,95.0
59950,Women,Personal Care,Fragrance,Deodorant,Yellow,Spring,2017,Casual,Taylor of London Women Kashmir Deo,http://assets.myntassets.com/v1/images/style/properties/Taylor-of-London-Women-Kashmir-Deo_e409aa7b6227bfec02ae4e792335bf69_images.jpg,59950.jpg,180.0
36760,Men,Accessories,Watch,Watch,White,Winter,2016,Casual,Maxima Men White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/3c00989e96fc95e3bf04bcacfe3006f7_images.jpg,36760.jpg,35.0
29110,Men,Accessories,Socks,Socks,White,Summer,2012,Sports,Puma Men Pack of 3 White Sports Socks,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Pack-of-3-Sports-Socks_21b06a8dbcf2521dec29f2691d182cd0_images.jpg,29110.jpg,125.0
45121,Men,Accessories,Watch,Watch,Black,Winter,2016,Casual,Casio Enticer Men Silver Analogue Multi-Dial Watch MTP-1246D-1AVDF(A220),http://assets.myntassets.com/assets/images/45121/2018/3/5/11520250305261-Casio-Enticer-Men-Silver-Analogue-Watches-A220-MTP-1246D-1AVDF-2271520250305103-1.jpg,45121.jpg,75.0
47965,Men,Accessories,Watch,Watch,Silver,Winter,2016,Casual,Helix Men Sliver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Helix-Men-Sliver-Dial-Watch_ae2307be8e39c8d43465d02459f224cf_images.jpg,47965.jpg,55.0
49731,Men,Accessories,Ties,Ties,Brown,Summer,2012,Casual,Park Avenue Men Brown Tie,http://assets.myntassets.com/v1/images/style/properties/Park-Avenue-Men-Brown-Tie_7ae2ade8c76d2dd4240591cc3d2640af_images.jpg,49731.jpg,190.0
58949,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual,Taylor of London Women White Satin Perfumed body Spray,http://assets.myntassets.com/v1/images/style/properties/Taylor-of-London-Women-Hawaii-Deo_5e4fb3c13363c7c732e4cb71688c08ac_images.jpg,58949.jpg,120.0
31014,Men,Apparel,Bottomwear,Trousers,Black,Summer,2013,Formal,Arrow Men Black Trousers,http://assets.myntassets.com/v1/images/style/properties/5ce8b807f12c78611192d5453bcd10c8_images.jpg,31014.jpg,165.0
25316,Men,Accessories,Watch,Watch,Black,Winter,2016,Casual,Casio Edifice Men Multi-Dial Watch EF-326D-1AVDF(ED335),http://assets.myntassets.com/assets/images/25316/2018/3/7/11520425509943-Casio-Edifice-Men-Silver-Analogue-Watches-ED335-EF-326D-1AVDF-2341520425509700-1.jpg,25316.jpg,115.0
18490,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Women Vogue Black Shoes,http://assets.myntassets.com/v1/images/style/properties/7b3783ab248e1935b75d785959f1d71d_images.jpg,18490.jpg,145.0
16553,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Basics Men White Printed Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/a1d4729f233f015bc019ca383bb5ca81_images.jpg,16553.jpg,45.0
46442,Men,Accessories,Watch,Watch,Silver,Winter,2016,Casual,Timex Men Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Timex-Men-Silver-Dial-Watch_7273f7ae171c03921fcb1d82b5e99bbb_images.jpg,46442.jpg,155.0
37310,Men,Accessories,Watch,Watch,Black,Winter,2016,Casual,CASIO Edifice Men Brown Dial Chronograph Watch ED389,http://assets.myntassets.com/v1/image/style/properties/37310/Casio-Men-Edifice-Black-Chronograph-Watch_1_372729cdb0b8135a098718db94d82a55.jpg,37310.jpg,30.0
16429,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Levi's Men Printed White Tshirts,http://assets.myntassets.com/v1/images/style/properties/be082876082143cc02157fd7c02408e3_images.jpg,16429.jpg,85.0
11132,Men,Accessories,Watch,Watch,Black,Winter,2016,Casual,Puma Men Beat Black Dial Digital Watch,http://assets.myntassets.com/v1/images/style/properties/46d3a50460193803a7bf3054a4ffbe9f_images.jpg,11132.jpg,80.0
55194,Women,Personal Care,Nails,Nail Polish,Black,Spring,2017,Casual,Lakme Absolute Fast & Fabulous Night Desire Nail Polish 03,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Fast---Fabulous-Night-Desire-Black-Nail-Polish-03_51cce60ea91c8bb3557970bc5c662499_images.jpg,55194.jpg,130.0
26484,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Puma Men White T-shirt,http://assets.myntassets.com/v1/images/style/properties/fa2a9da7ea2df01343c021cd51e18448_images.jpg,26484.jpg,120.0
28220,Men,Personal Care,Fragrance,Deodorant,Brown,Spring,2017,Casual,YARDLEY Men Legend Deo,http://assets.myntassets.com/v1/images/style/properties/e1bf38cb1d7d39ea9a6bd08dbd961d32_images.jpg,28220.jpg,185.0
12753,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Spykar Men Ep Jeans Black Jeans,http://assets.myntassets.com/v1/images/style/properties/561555fdbb19037219187ef801d693b7_images.jpg,12753.jpg,30.0
49858,Unisex,Accessories,Watch,Watch,Black,Winter,2016,Casual,Q&Q Kids Unisex Black Digital Watch,http://assets.myntassets.com/v1/images/style/properties/5300560587d8bf828ea2cc1327a1ac95_images.jpg,49858.jpg,160.0
52548,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Pepe Jeans Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/a140a1287b5eecf2697c3a6bd602755f_images.jpg,52548.jpg,190.0
13157,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Jersey Black Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/9a8729078a7deb3ccaca5d20343d1cc6_images.jpg,13157.jpg,115.0
44844,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black Ducati Logo T-shirt,http://assets.myntassets.com/v1/images/style/properties/a26d2bd0db437bea4d1599bba96298bb_images.jpg,44844.jpg,70.0
3790,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2014,Casual,Converse Men's AS Canvas HI Black Shoe,http://assets.myntassets.com/v1/images/style/properties/2cbba1cd60b44011accb7c099a859ec4_images.jpg,3790.jpg,100.0
28811,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/6a5e6884a9708bed276041d5aff57e49_images.jpg,28811.jpg,170.0
10305,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Clarks Men Rocco Fuse Brown Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/73727276090d567a3384b52cac6b9f0a_images.jpg,10305.jpg,160.0
16783,Unisex,Accessories,Watch,Watch,White,Winter,2016,Casual,ADIDAS Originals Unisex White Dial Watch ADH2545,http://assets.myntassets.com/v1/images/style/properties/97302777a27a5a9eade119e8b70de384_images.jpg,16783.jpg,145.0
22558,Men,Personal Care,Fragrance,Deodorant,Brown,Spring,2017,Casual,Reebok Reesport Men Deo,http://assets.myntassets.com/v1/images/style/properties/Reebok-Reesport-Men-Deo_6418cead0654ba30947acdb896680eb5_images.jpg,22558.jpg,155.0
25320,Men,Accessories,Watch,Watch,White,Winter,2016,Casual,Casio Edifice Men Multi-Dial Watch EF-328D-7AVDF(ED376),http://assets.myntassets.com/assets/images/25320/2018/3/5/11520250176474-CASIO-Edifice-Men-White-Dial-Watch-ED376-991520250176280-1.jpg,25320.jpg,65.0
6128,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Puma Men's Ducati Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/6de9f8f0b70ebe62b2c1af9c702ca0e5_images.jpg,6128.jpg,60.0
11344,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Blue Chicago Fit Jeans,http://assets.myntassets.com/v1/images/style/properties/Lee-Men-Blue-Chicago-Fit-Jeans_29173e42c56fede3386731a4611b6772_images.jpg,11344.jpg,105.0
28247,Men,Personal Care,Fragrance,Deodorant,Red,Spring,2017,Casual,Wild stone Men Ultra Sensual Deo,http://assets.myntassets.com/v1/images/style/properties/aa260abec1cc1f19a5371271ca465966_images.jpg,28247.jpg,165.0
28380,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,I Dee Men Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/IDEE-Men-Black-Sunglasses212747c69e21f038a507b09a963b62a2_images.jpg,28380.jpg,30.0
24482,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Men Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/5a4dd91dff785e89d27931f2391bac89_images.jpg,24482.jpg,145.0
22950,Unisex,Accessories,Watch,Watch,Black,Winter,2016,Casual,Fastrack Unisex Black Dial Watch 9915PP13,http://assets.myntassets.com/v1/images/style/properties/1de1449cc15d68bc4e53fac49a1e0e18_images.jpg,22950.jpg,100.0
48956,Men,Accessories,Jewellery,Ring,Steel,Summer,2013,Casual,Revv Men Steel Ring,http://assets.myntassets.com/v1/images/style/properties/cc72cbcfbece3260694ba65e406c4cb2_images.jpg,48956.jpg,105.0
22143,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Formal,Provogue Men Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/5a2fa09c4fccc626f632b7bf3bd701a8_images.jpg,22143.jpg,35.0
10264,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013,Formal,Clarks Men Goya Band Leather Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/17dd1001059026321529902ac09adcc8_images.jpg,10264.jpg,25.0
49016,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_28ead5ecf4c3843ded3880a326db1c83_images.jpg,49016.jpg,140.0
26134,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,John Miller Men Black Trousers,http://assets.myntassets.com/v1/images/style/properties/2a27bccb8aab53862992d1c7599d7ba7_images.jpg,26134.jpg,190.0
48965,Men,Accessories,Jewellery,Ring,Steel,Summer,2013,Casual,Revv Men Steel Ring,http://assets.myntassets.com/v1/images/style/properties/e2d2971f86065ed84d0f66d4fdfdd39f_images.jpg,48965.jpg,170.0
45132,Men,Accessories,Watch,Watch,White,Winter,2016,Casual,Casio Enticer Men White Dial Analogue Watch MTP-1216A-7BDF(A357),http://assets.myntassets.com/assets/images/45132/2018/3/2/11519970393493-CASIO-Enticer-Men-White-Dial-Analogue-Watch-A357-9931519970393367-1.jpg,45132.jpg,45.0
51495,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/a08dbaa89c2c3578ddb45265163d6c32_images.jpg,51495.jpg,70.0
17235,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,U.S. Polo Assn. Men Solid White  Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/3145ca7f8733d12a950ba9b7f3377750_images.jpg,17235.jpg,145.0
56795,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2010,Casual,Horsefly Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/Horsefly-Men-Blue-Jeans_cab57f641bd82ba1a3a92cd4bda9a19e_images.jpg,56795.jpg,30.0
23757,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Oakley Men Translucent Grey Frame Driving Goggles,http://assets.myntassets.com/v1/images/style/properties/OAKLEY-Men-Translucent-Grey-Frame-Driving-Gogglesa0e626e91c6b8a294e29f5678279ac96_images.jpg,23757.jpg,125.0
21351,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Van Heusen Women Black Oversized Sunglasses VH163-C1,http://assets.myntassets.com/v1/images/style/properties/8104d29119d8ebdabf6d537a2e046053_images.jpg,21351.jpg,35.0
51160,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Raymond Men Black Socks,http://assets.myntassets.com/v1/images/style/properties/ef426885aa05de3b586bf00b944df736_images.jpg,51160.jpg,130.0
23814,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Neo Low Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/01aa827decbe2f5e84fd7c854f8d1300_images.jpg,23814.jpg,40.0
36435,Men,Footwear,Shoes,Casual Shoes,White,Spring,2013,Casual,Spinn Men White & Navy Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/20f14f7fbe204e7c8aa2c9e633870b91_images.jpg,36435.jpg,140.0
49714,Men,Accessories,Ties,Ties,Blue,Summer,2012,Casual,Park Avenue Men Blue Tie,http://assets.myntassets.com/v1/images/style/properties/5db2331fdf95c9d6c18cb4d3059b2352_images.jpg,49714.jpg,45.0
49755,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,Parx Men Blue Tie,http://assets.myntassets.com/v1/images/style/properties/898302f2473949809d1c8659eb567a71_images.jpg,49755.jpg,140.0
33904,Men,Accessories,Watch,Watch,White,Winter,2016,Casual,Citizen Men White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/69d017ab0ae0bf067baa6b9f6202615a_images.jpg,33904.jpg,25.0
17966,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Women Sasha White Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/429da6ab4ccac404af7d8505e4f28287_images.jpg,17966.jpg,185.0
51524,Men,Accessories,Watch,Watch,Black,Winter,2016,Casual,Fastrack Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/716e6634bbaa21bb3501b70bc88b7d7a_images.jpg,51524.jpg,125.0
58315,Men,Accessories,Socks,Socks,White,Summer,2016,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-White-Pack-of-3-Socks_725ec5c36c4761d6dca58c59805829c6_images.jpg,58315.jpg,75.0
55389,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017,Casual,Revlon Autumn Berry Nail Polish 309,http://assets.myntassets.com/v1/images/style/properties/Revlon-Autumn-Berry-309-Nail-Polish_4906b2a68bdc3e34b3fccfa5e70e357a_images.jpg,55389.jpg,195.0
44659,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Vans Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Black-Shoes_ced83751fac8fc2b15bd0ff87434c059_images.jpg,44659.jpg,200.0
59465,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual,Lucera Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Ring_4794d22ee9955a6d03eb34b9c3abf401_images.jpg,59465.jpg,60.0
28252,Men,Personal Care,Fragrance,Deodorant,Brown,Spring,2017,Casual,Wild stone Men Night Rider Deo,http://assets.myntassets.com/v1/images/style/properties/ae7d16c1a24b1df463f0932d7fc1d070_images.jpg,28252.jpg,130.0
53773,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-Polo-T-shirt_2af5d01519294d6e613ffb912bda54f6_images.jpg,53773.jpg,110.0
59471,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Ring_b6671c356a4e8589a9031091d1163905_images.jpg,59471.jpg,120.0
41851,Men,Accessories,Socks,Socks,Black,Winter,2015,Casual,Genesis Men Pack of 3 Socks,http://assets.myntassets.com/v1/images/style/properties/7395d9c2a58ff0378e258f621f84622d_images.jpg,41851.jpg,75.0
55884,Women,Personal Care,Nails,Nail Polish,Skin,Spring,2017,Casual,Colorbar Exclusive Nail Lacquer 40,http://assets.myntassets.com/assets/images/55884/2019/1/10/213275af-36af-46f2-8eed-bd01c521dd441547124703141-Colorbar-Exclusive-Nail-Lacquer-40-6491547124703016-1.jpg,55884.jpg,95.0
3426,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Mens Request denied T-shirt,http://assets.myntassets.com/v1/images/style/properties/e943213c440da2e7d30069e4f2f600ba_images.jpg,3426.jpg,75.0
45047,Men,Accessories,Watch,Watch,Black,Winter,2016,Casual,Maxima Men Black Attivo Watch,http://assets.myntassets.com/v1/images/style/properties/4963263226cacb5540ddcc9eb0e7781f_images.jpg,45047.jpg,35.0
26684,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Puma Men Graphic Black & White Shoes,http://assets.myntassets.com/v1/images/style/properties/4c50ffc58a90cb09368539a6a7f2e147_images.jpg,26684.jpg,190.0
